config_id	chunk_size	compression_algo	c_level	usecase	spans_t	read_times(sec)	ranks	compromises
26	16384,32	gzip	8	3	500	0.0389	27	1.525490196
8	4096,48	blosc-lz4	5	3	500	0.039	28	1.529411765
48	332032,1	gzip	6	3	500	0.039	29	1.529411765
34	16384,32	blosc-lz4hc	5	3	500	0.0399	30	1.564705882
6	4096,48	blosc-blosclz	8	3	500	0.04	31	1.568627451
12	4096,48	blosc-lz4hc	8	3	500	0.0404	32	1.584313725
47	332032,1	gzip	4	3	500	0.0405	33	1.588235294
58	332032,1	blosc-lz4hc	8	3	500	0.0405	34	1.588235294
33	16384,32	blosc-lz4hc	2	3	500	0.0411	35	1.611764706
52	332032,1	blosc-blosclz	8	3	500	0.0415	36	1.62745098
25	16384,32	gzip	6	3	500	0.0417	37	1.635294118
51	332032,1	blosc-blosclz	5	3	500	0.042	38	1.647058824
9	4096,48	blosc-lz4	8	3	500	0.0426	39	1.670588235
57	332032,1	blosc-lz4hc	5	3	500	0.0428	40	1.678431373
64	332032,1	lz4	1073741824	3	500	0.043	41	1.68627451
5	4096,48	blosc-blosclz	5	3	500	0.0442	42	1.733333333
65	332032,1	lzf	NA	3	500	0.0451	43	1.768627451
4	4096,48	blosc-blosclz	2	3	500	0.0453	44	1.776470588
42	16384,32	lzf	NA	3	500	0.0455	45	1.784313725
53	332032,1	blosc-lz4	2	3	500	0.0458	46	1.796078431
41	16384,32	lz4	1073741824	3	500	0.0462	47	1.811764706
63	332032,1	lz4	33554432	3	500	0.0466	48	1.82745098
95	332032, 1	uncompressed	NA	3	500	0.0466	49	1.82745098
39	16384,32	lz4	1048576	3	500	0.0467	50	1.831372549
56	332032,1	blosc-lz4hc	2	3	500	0.0471	51	1.847058824
62	332032,1	lz4	1048576	3	500	0.0471	52	1.847058824
50	332032,1	blosc-blosclz	2	3	500	0.0475	53	1.862745098
40	16384,32	lz4	33554432	3	500	0.0493	54	1.933333333
30	16384,32	blosc-lz4	2	3	500	0.0494	55	1.937254902
55	332032,1	blosc-lz4	8	3	500	0.05	56	1.960784314
16	4096,48	lz4	1048576	3	500	0.0505	57	1.980392157
54	332032,1	blosc-lz4	5	3	500	0.0511	58	2.003921569
94	16384,32	uncompressed	NA	3	500	0.0522	59	2.047058824
32	16384,32	blosc-lz4	8	3	500	0.0535	60	2.098039216
31	16384,32	blosc-lz4	5	3	500	0.054	61	2.117647059
29	16384,32	blosc-blosclz	8	3	500	0.0643	62	2.521568627
28	16384,32	blosc-blosclz	5	3	500	0.0673	63	2.639215686
27	16384,32	blosc-blosclz	2	3	500	0.0676	64	2.650980392
96	341774, 384	uncompressed	NA	3	500	0.068	65	2.666666667
84	341774384	blosc-zstd	8	3	500	1.9421	66	76.16078431
90	341774384	zstd	12	3	500	2.2289	67	87.40784314
89	341774384	zstd	3	3	500	2.3016	68	90.25882353
79	341774384	blosc-lz4hc	2	3	500	2.407	69	94.39215686
72	341774384	gzip	8	3	500	2.7245	70	106.8431373
71	341774384	gzip	6	3	500	2.7504	71	107.8588235
85	341774384	lz4	1048576	3	500	2.7911	72	109.454902
88	341774384	lzf	NA	3	500	2.8972	73	113.6156863
74	341774384	blosc-blosclz	5	3	500	3.2154	74	126.0941176
73	341774384	blosc-blosclz	2	3	500	3.3733	75	132.2862745
76	341774384	blosc-lz4	2	3	500	3.5064	76	137.5058824
83	341774384	blosc-zstd	5	3	500	3.5833	77	140.5215686
75	341774384	blosc-blosclz	8	3	500	3.6185	78	141.9019608
78	341774384	blosc-lz4	8	3	500	3.7033	79	145.227451
82	341774384	blosc-zstd	2	3	500	3.7748	80	148.0313725
70	341774384	gzip	4	3	500	3.9115	81	153.3921569
77	341774384	blosc-lz4	5	3	500	3.9162	82	153.5764706
81	341774384	blosc-lz4hc	8	3	500	4.6487	83	182.3019608
80	341774384	blosc-lz4hc	5	3	500	4.661	84	182.7843137
67	332032,1	zstd	12	3	8000	0.027	1	1
66	332032,1	zstd	3	3	8000	0.0279	2	1.033333333
59	332032,1	blosc-zstd	2	3	8000	0.0302	3	1.118518519
60	332032,1	blosc-zstd	5	3	8000	0.0331	4	1.225925926
47	332032,1	gzip	4	3	8000	0.0345	5	1.277777778
58	332032,1	blosc-lz4hc	8	3	8000	0.0347	6	1.285185185
48	332032,1	gzip	6	3	8000	0.0359	7	1.32962963
57	332032,1	blosc-lz4hc	5	3	8000	0.0362	8	1.340740741
52	332032,1	blosc-blosclz	8	3	8000	0.0371	9	1.374074074
38	16384,32	blosc-zstd	8	3	8000	0.0382	10	1.414814815
51	332032,1	blosc-blosclz	5	3	8000	0.0393	11	1.455555556
43	16384,32	zstd	3	3	8000	0.0409	12	1.514814815
44	16384,32	zstd	12	3	8000	0.0411	13	1.522222222
37	16384,32	blosc-zstd	5	3	8000	0.0418	14	1.548148148
36	16384,32	blosc-zstd	2	3	8000	0.0425	15	1.574074074
64	332032,1	lz4	1073741824	3	8000	0.0426	16	1.577777778
65	332032,1	lzf	NA	3	8000	0.0426	17	1.577777778
56	332032,1	blosc-lz4hc	2	3	8000	0.0427	18	1.581481481
63	332032,1	lz4	33554432	3	8000	0.0428	19	1.585185185
53	332032,1	blosc-lz4	2	3	8000	0.0435	20	1.611111111
62	332032,1	lz4	1048576	3	8000	0.0436	21	1.614814815
50	332032,1	blosc-blosclz	2	3	8000	0.0448	22	1.659259259
55	332032,1	blosc-lz4	8	3	8000	0.0465	23	1.722222222
95	332032, 1	uncompressed	NA	3	8000	0.047	24	1.740740741
54	332032,1	blosc-lz4	5	3	8000	0.0476	25	1.762962963
35	16384,32	blosc-lz4hc	8	3	8000	0.0493	26	1.825925926
34	16384,32	blosc-lz4hc	5	3	8000	0.0495	27	1.833333333
24	16384,32	gzip	4	3	8000	0.0513	28	1.9
33	16384,32	blosc-lz4hc	2	3	8000	0.0523	29	1.937037037
25	16384,32	gzip	6	3	8000	0.0538	30	1.992592593
26	16384,32	gzip	8	3	8000	0.0545	31	2.018518519
42	16384,32	lzf	NA	3	8000	0.0567	32	2.1
41	16384,32	lz4	1073741824	3	8000	0.0607	33	2.248148148
39	16384,32	lz4	1048576	3	8000	0.0609	34	2.255555556
30	16384,32	blosc-lz4	2	3	8000	0.0625	35	2.314814815
40	16384,32	lz4	33554432	3	8000	0.0648	36	2.4
32	16384,32	blosc-lz4	8	3	8000	0.0681	37	2.522222222
94	16384,32	uncompressed	NA	3	8000	0.0682	38	2.525925926
31	16384,32	blosc-lz4	5	3	8000	0.0734	39	2.718518519
21	4096,48	zstd	12	3	8000	0.0772	40	2.859259259
1	4096,48	gzip	4	3	8000	0.0832	41	3.081481481
20	4096,48	zstd	3	3	8000	0.0836	42	3.096296296
15	4096,48	blosc-zstd	8	3	8000	0.0842	43	3.118518519
14	4096,48	blosc-zstd	5	3	8000	0.0844	44	3.125925926
3	4096,48	gzip	8	3	8000	0.0847	45	3.137037037
2	4096,48	gzip	6	3	8000	0.0863	46	3.196296296
13	4096,48	blosc-zstd	2	3	8000	0.0869	47	3.218518519
96	341774, 384	uncompressed	NA	3	8000	0.088	48	3.259259259
93	4096,48	uncompressed	NA	3	8000	0.0904	49	3.348148148
28	16384,32	blosc-blosclz	5	3	8000	0.0919	50	3.403703704
11	4096,48	blosc-lz4hc	5	3	8000	0.0923	51	3.418518519
27	16384,32	blosc-blosclz	2	3	8000	0.0964	52	3.57037037
29	16384,32	blosc-blosclz	8	3	8000	0.0975	53	3.611111111
10	4096,48	blosc-lz4hc	2	3	8000	0.1046	54	3.874074074
17	4096,48	lz4	33554432	3	8000	0.1051	55	3.892592593
19	4096,48	lzf	NA	3	8000	0.1059	56	3.922222222
7	4096,48	blosc-lz4	2	3	8000	0.1084	57	4.014814815
6	4096,48	blosc-blosclz	8	3	8000	0.1144	58	4.237037037
8	4096,48	blosc-lz4	5	3	8000	0.1192	59	4.414814815
5	4096,48	blosc-blosclz	5	3	8000	0.1211	60	4.485185185
12	4096,48	blosc-lz4hc	8	3	8000	0.1215	61	4.5
9	4096,48	blosc-lz4	8	3	8000	0.1216	62	4.503703704
18	4096,48	lz4	1073741824	3	8000	0.1227	63	4.544444444
4	4096,48	blosc-blosclz	2	3	8000	0.1231	64	4.559259259
16	4096,48	lz4	1048576	3	8000	0.1494	65	5.533333333
84	341774384	blosc-zstd	8	3	8000	1.8953	66	70.1962963
90	341774384	zstd	12	3	8000	2.1406	67	79.28148148
89	341774384	zstd	3	3	8000	2.1658	68	80.21481481
71	341774384	gzip	6	3	8000	2.4674	69	91.38518519
79	341774384	blosc-lz4hc	2	3	8000	2.5673	70	95.08518519
72	341774384	gzip	8	3	8000	2.6706	71	98.91111111
85	341774384	lz4	1048576	3	8000	2.7816	72	103.0222222
88	341774384	lzf	NA	3	8000	2.9065	73	107.6481481
74	341774384	blosc-blosclz	5	3	8000	3.09	74	114.4444444
76	341774384	blosc-lz4	2	3	8000	3.5022	75	129.7111111
73	341774384	blosc-blosclz	2	3	8000	3.5594	76	131.8296296
83	341774384	blosc-zstd	5	3	8000	3.6584	77	135.4962963
75	341774384	blosc-blosclz	8	3	8000	3.733	78	138.2592593
78	341774384	blosc-lz4	8	3	8000	3.7343	79	138.3074074
77	341774384	blosc-lz4	5	3	8000	3.7557	80	139.1
82	341774384	blosc-zstd	2	3	8000	3.7761	81	139.8555556
70	341774384	gzip	4	3	8000	4.0827	82	151.2111111
81	341774384	blosc-lz4hc	8	3	8000	4.7399	83	175.5518519
80	341774384	blosc-lz4hc	5	3	8000	4.7489	84	175.8851852
66	332032,1	zstd	3	3	16777216	1.7689	1	1
59	332032,1	blosc-zstd	2	3	16777216	1.7975	2	1.01616824
48	332032,1	gzip	6	3	16777216	1.9431	3	1.098479281
47	332032,1	gzip	4	3	16777216	1.9565	4	1.10605461
67	332032,1	zstd	12	3	16777216	2.028	5	1.146475211
57	332032,1	blosc-lz4hc	5	3	16777216	2.1399	6	1.209734863
60	332032,1	blosc-zstd	5	3	16777216	2.187	7	1.236361581
58	332032,1	blosc-lz4hc	8	3	16777216	2.2412	8	1.267002092
51	332032,1	blosc-blosclz	5	3	16777216	2.4305	9	1.374017751
50	332032,1	blosc-blosclz	2	3	16777216	2.5235	10	1.426592798
65	332032,1	lzf	NA	3	16777216	2.5903	11	1.46435638
52	332032,1	blosc-blosclz	8	3	16777216	2.5985	12	1.468992029
53	332032,1	blosc-lz4	2	3	16777216	2.6347	13	1.489456725
64	332032,1	lz4	1073741824	3	16777216	2.6525	14	1.499519475
95	332032, 1	uncompressed	NA	3	16777216	2.6984	15	1.525467805
63	332032,1	lz4	33554432	3	16777216	2.9184	16	1.649838883
56	332032,1	blosc-lz4hc	2	3	16777216	2.9217	17	1.651704449
62	332032,1	lz4	1048576	3	16777216	2.9888	18	1.689637628
54	332032,1	blosc-lz4	5	3	16777216	3.1141	19	1.76047261
55	332032,1	blosc-lz4	8	3	16777216	3.545	20	2.004070326
94	16384,32	uncompressed	NA	3	16777216	4.864	21	2.749731472
27	16384,32	blosc-blosclz	2	3	16777216	10.074	22	5.695064729
93	4096,48	uncompressed	NA	3	16777216	10.6252	23	6.006670812
4	4096,48	blosc-blosclz	2	3	16777216	20.5133	24	11.59664198
36	16384,32	blosc-zstd	2	3	16777216	22.5847	25	12.76765221
96	341774, 384	uncompressed	NA	3	16777216	26.4024	26	14.92588614
43	16384,32	zstd	3	3	16777216	33.0537	27	18.68601956
38	16384,32	blosc-zstd	8	3	16777216	34.3318	28	19.40855899
44	16384,32	zstd	12	3	16777216	34.7103	29	19.62253378
37	16384,32	blosc-zstd	5	3	16777216	36.8844	30	20.85160269
34	16384,32	blosc-lz4hc	5	3	16777216	37.5583	31	21.23257392
35	16384,32	blosc-lz4hc	8	3	16777216	39.217	32	22.17027531
33	16384,32	blosc-lz4hc	2	3	16777216	40.2498	33	22.75414099
25	16384,32	gzip	6	3	16777216	41.9247	34	23.70100062
30	16384,32	blosc-lz4	2	3	16777216	44.199	35	24.98671491
26	16384,32	gzip	8	3	16777216	45.265	36	25.58934931
41	16384,32	lz4	1073741824	3	16777216	47.8862	37	27.07117418
39	16384,32	lz4	1048576	3	16777216	48.4091	38	27.36678162
24	16384,32	gzip	4	3	16777216	48.7322	39	27.5494375
42	16384,32	lzf	NA	3	16777216	49.3251	40	27.88461756
32	16384,32	blosc-lz4	8	3	16777216	53.0465	41	29.98841088
31	16384,32	blosc-lz4	5	3	16777216	57.4762	42	32.49262253
40	16384,32	lz4	33554432	3	16777216	57.7709	43	32.65922325
5	4096,48	blosc-blosclz	5	3	16777216	71.1834	44	40.24161909
28	16384,32	blosc-blosclz	5	3	16777216	71.2788	45	40.29555091
84	341774384	blosc-zstd	8	3	16777216	74.8217	46	42.29843406
89	341774384	zstd	3	3	16777216	82.9446	47	46.89049692
90	341774384	zstd	12	3	16777216	84.4203	48	47.72474419
3	4096,48	gzip	8	3	16777216	90.344	49	51.07354853
29	16384,32	blosc-blosclz	8	3	16777216	94.9986	50	53.70490135
21	4096,48	zstd	12	3	16777216	95.7319	51	54.11945277
13	4096,48	blosc-zstd	2	3	16777216	99.0737	52	56.00864944
2	4096,48	gzip	6	3	16777216	99.4248	53	56.20713438
20	4096,48	zstd	3	3	16777216	99.6801	54	56.35146136
15	4096,48	blosc-zstd	8	3	16777216	100.4133	55	56.76595624
14	4096,48	blosc-zstd	5	3	16777216	102.5729	56	57.98682797
71	341774384	gzip	6	3	16777216	105.062	57	59.39397366
79	341774384	blosc-lz4hc	2	3	16777216	106.2596	58	60.07100458
72	341774384	gzip	8	3	16777216	106.6081	59	60.26801967
74	341774384	blosc-blosclz	5	3	16777216	116.8497	60	66.05783255
85	341774384	lz4	1048576	3	16777216	117.4446	61	66.39414325
8	4096,48	blosc-lz4	5	3	16777216	122.3569	62	69.17117983
9	4096,48	blosc-lz4	8	3	16777216	122.4514	63	69.22460286
11	4096,48	blosc-lz4hc	5	3	16777216	124.2339	64	70.23229125
10	4096,48	blosc-lz4hc	2	3	16777216	124.4694	65	70.36542484
88	341774384	lzf	NA	3	16777216	127.2375	66	71.93029566
76	341774384	blosc-lz4	2	3	16777216	132.1094	67	74.68449319
75	341774384	blosc-blosclz	8	3	16777216	133.5007	68	75.47102719
83	341774384	blosc-zstd	5	3	16777216	135.9687	69	76.86624456
82	341774384	blosc-zstd	2	3	16777216	137.0237	70	77.46266041
73	341774384	blosc-blosclz	2	3	16777216	139.656	71	78.95076036
19	4096,48	lzf	NA	3	16777216	139.8266	72	79.04720448
7	4096,48	blosc-lz4	2	3	16777216	144.0176	73	81.41647351
17	4096,48	lz4	33554432	3	16777216	146.6349	74	82.89609362
78	341774384	blosc-lz4	8	3	16777216	149.608	75	84.57685567
6	4096,48	blosc-blosclz	8	3	16777216	151.5492	76	85.67426084
70	341774384	gzip	4	3	16777216	154.3294	77	87.24597207
12	4096,48	blosc-lz4hc	8	3	16777216	163.1875	78	92.25366047
77	341774384	blosc-lz4	5	3	16777216	183.394	79	103.6768613
80	341774384	blosc-lz4hc	5	3	16777216	184.6523	80	104.3882074
81	341774384	blosc-lz4hc	8	3	16777216	186.857	81	105.6345752
18	4096,48	lz4	1073741824	3	16777216	218.8195	82	123.7037142
16	4096,48	lz4	1048576	3	16777216	224.8138	83	127.0924303
1	4096,48	gzip	4	3	16777216	244.3907	84	138.1597038
